"membership_id";"membership_plan";"renewal_cycle";"first_join_date";"event_name";"upsell_date";"new_renewal_cycle";"membership_amount";"currency";"renews_date";"upsell_plan";"churn_date";"cancellation_date";"log_creation_time"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-05-01 07:00:00";Silver;NULL;NULL;"2022-04-14 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-05-01 07:00:00";Silver;NULL;NULL;"2022-04-12 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-05-01 07:00:00";Silver;NULL;NULL;"2022-03-31 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-05-01 07:00:00";Silver;NULL;NULL;"2022-02-17 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-05-01 07:00:00";Silver;NULL;NULL;"2022-02-15 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-05-01 07:00:00";Silver;NULL;NULL;"2022-02-11 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-05-01 07:00:00";Silver;NULL;NULL;"2022-02-09 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-05-01 07:00:00";Silver;NULL;NULL;"2022-01-12 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-05-01 07:00:00";Silver;NULL;NULL;"2022-01-06 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-05-01 07:00:00";Silver;NULL;NULL;"2021-12-06 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-05-01 07:00:00";Silver;NULL;NULL;"2021-12-01 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2022-05-01 07:00:00";NULL;NULL;NULL;"2021-11-01 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-05-01 07:00:00";Silver;NULL;NULL;"2021-11-01 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-11-01 07:00:00";Silver;NULL;NULL;"2021-10-20 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-11-01 07:00:00";Silver;NULL;NULL;"2021-09-01 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-11-01 07:00:00";Silver;NULL;NULL;"2021-08-09 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-11-01 07:00:00";Silver;NULL;NULL;"2021-06-30 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2021-11-01 07:00:00";NULL;NULL;NULL;"2021-05-01 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-11-01 07:00:00";Silver;NULL;NULL;"2021-05-01 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-05-01 07:00:00";Silver;NULL;NULL;"2021-03-12 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-05-01 07:00:00";Silver;NULL;NULL;"2021-03-01 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-05-01 07:00:00";Silver;NULL;NULL;"2020-11-24 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpsellUpdated;"2020-11-01 07:00:09";NULL;12,495;USD;NULL;NULL;NULL;NULL;"2020-11-01 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2021-05-01 07:00:00";NULL;NULL;NULL;"2020-11-01 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-05-01 07:00:00";NULL;NULL;NULL;"2020-11-01 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2020-11-01 07:00:00";NULL;NULL;NULL;"2020-05-18 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipValueChanged;NULL;6;1,666;USD;NULL;NULL;NULL;NULL;"2020-05-18 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2020-10-01 07:00:00";NULL;NULL;NULL;"2020-05-18 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipRenewed;NULL;NULL;NULL;USD;"2020-06-01 07:00:00";NULL;NULL;NULL;"2020-05-12 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpsellUpdated;"2020-03-01 07:00:13";NULL;499;USD;NULL;NULL;NULL;NULL;"2020-05-08 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipRenewed;NULL;NULL;NULL;USD;"2020-06-01 07:00:00";NULL;NULL;NULL;"2020-03-01 00:00:00"
6;Silver;"6 Month";"2019-06-06 00:00:00";MembershipUpdated;NULL;NULL;NULL;USD;"2020-06-01 07:00:00";NULL;NULL;NULL;"2020-03-01 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-07-15 07:00:00";Bronze;NULL;NULL;"2022-05-27 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2022-07-15 07:00:00";NULL;NULL;NULL;"2022-04-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-07-15 07:00:00";Bronze;NULL;NULL;"2022-04-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-04-15 07:00:00";Bronze;NULL;NULL;"2022-03-10 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2022-04-15 07:00:00";NULL;NULL;NULL;"2022-01-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-04-15 07:00:00";Bronze;NULL;NULL;"2022-01-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-01-15 07:00:00";Bronze;NULL;NULL;"2022-01-14 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-01-15 07:00:00";Bronze;NULL;NULL;"2021-11-25 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2022-01-15 07:00:00";NULL;NULL;NULL;"2021-10-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-01-15 07:00:00";Bronze;NULL;NULL;"2021-10-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-10-15 07:00:00";Bronze;NULL;NULL;"2021-09-06 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-10-15 07:00:00";Bronze;NULL;NULL;"2021-08-31 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2021-10-15 07:00:00";NULL;NULL;NULL;"2021-07-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-10-15 07:00:00";Bronze;NULL;NULL;"2021-07-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-07-15 07:00:00";Bronze;NULL;NULL;"2021-05-25 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2021-07-15 07:00:00";NULL;NULL;NULL;"2021-04-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-07-15 07:00:00";Bronze;NULL;NULL;"2021-04-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-04-15 07:00:00";Bronze;NULL;NULL;"2021-03-10 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-04-15 07:00:00";Bronze;NULL;NULL;"2021-03-01 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2021-04-15 07:00:00";NULL;NULL;NULL;"2021-01-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-04-15 07:00:00";Bronze;NULL;NULL;"2021-01-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2021-01-15 07:00:00";NULL;NULL;NULL;"2020-12-26 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-01-15 07:00:00";Bronze;NULL;NULL;"2020-11-24 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2021-01-15 07:00:00";NULL;NULL;NULL;"2020-10-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-01-15 07:00:00";NULL;NULL;NULL;"2020-10-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2020-10-15 07:00:00";NULL;NULL;NULL;"2020-07-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2020-10-15 07:00:00";NULL;NULL;NULL;"2020-07-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipChurnUpdated;NULL;NULL;499;USD;NULL;NULL;"2019-10-15 07:00:11";NULL;"2020-05-08 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpsellUpdated;"2020-01-15 07:00:24";NULL;499;USD;NULL;NULL;NULL;NULL;"2020-05-08 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipValueChanged;NULL;3;499;USD;NULL;NULL;NULL;NULL;"2020-04-20 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipRenewed;NULL;NULL;NULL;USD;"2020-07-15 07:00:00";NULL;NULL;NULL;"2020-04-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;NULL;USD;"2020-07-15 07:00:00";NULL;NULL;NULL;"2020-04-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;499;USD;NULL;NULL;NULL;NULL;"2020-03-31 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipRenewed;NULL;NULL;NULL;USD;"2020-04-15 07:00:00";NULL;NULL;NULL;"2020-01-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipUpdated;NULL;NULL;NULL;USD;"2020-04-15 07:00:00";NULL;NULL;NULL;"2020-01-15 00:00:00"
7;Bronze;Quarterly;"2019-07-05 00:00:00";MembershipRenewed;NULL;NULL;NULL;USD;"2020-01-15 07:00:00";NULL;NULL;NULL;"2019-12-18 00:00:00"
8;Bronze;Quarterly;"2019-07-08 00:00:00";MembershipChurnUpdated;NULL;NULL;579;USD;NULL;NULL;"2021-02-28 07:00:00";NULL;"2020-12-16 00:00:00"
8;Bronze;Quarterly;"2019-07-08 00:00:00";MembershipValueChanged;NULL;3;579;USD;NULL;NULL;NULL;NULL;"2020-12-16 00:00:00"
8;Bronze;Quarterly;"2019-07-08 00:00:00";MembershipCancelled;NULL;NULL;499;USD;NULL;NULL;NULL;"2021-02-28 07:00:00";"2020-12-16 00:00:00"
8;Bronze;Quarterly;"2019-07-08 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2021-03-01 07:00:00";NULL;NULL;NULL;"2020-12-01 00:00:00"
8;Bronze;Quarterly;"2019-07-08 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-03-01 07:00:00";Bronze;NULL;NULL;"2020-12-01 00:00:00"
8;Bronze;Quarterly;"2019-07-08 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2020-12-01 07:00:00";Bronze;NULL;NULL;"2020-11-24 00:00:00"
8;Bronze;Quarterly;"2019-07-08 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2020-12-01 07:00:00";NULL;NULL;NULL;"2020-09-01 00:00:00"
8;Bronze;Quarterly;"2019-07-08 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2020-12-01 07:00:00";NULL;NULL;NULL;"2020-09-01 00:00:00"
8;Bronze;Quarterly;"2019-07-08 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2020-09-01 07:00:00";NULL;NULL;NULL;"2020-06-01 00:00:00"
8;Bronze;Quarterly;"2019-07-08 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2020-09-01 07:00:00";NULL;NULL;NULL;"2020-06-01 00:00:00"
8;Bronze;Quarterly;"2019-07-08 00:00:00";MembershipUpsellUpdated;"2020-03-01 07:00:15";NULL;499;USD;NULL;NULL;NULL;NULL;"2020-05-08 00:00:00"
8;Bronze;Quarterly;"2019-07-08 00:00:00";MembershipRenewed;NULL;NULL;NULL;USD;"2020-06-01 07:00:00";NULL;NULL;NULL;"2020-03-01 00:00:00"
8;Bronze;Quarterly;"2019-07-08 00:00:00";MembershipUpdated;NULL;NULL;NULL;USD;"2020-06-01 07:00:00";NULL;NULL;NULL;"2020-03-01 00:00:00"
11;Custom;Monthly;"2019-08-06 00:00:00";MembershipUpdated;NULL;NULL;499;USD;NULL;NULL;NULL;NULL;"2020-11-24 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-07-15 07:00:00";Bronze;NULL;NULL;"2022-06-14 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-07-15 07:00:00";Bronze;NULL;NULL;"2022-06-11 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-07-15 07:00:00";Bronze;NULL;NULL;"2022-05-27 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2022-07-15 07:00:00";NULL;NULL;NULL;"2022-04-15 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-07-15 07:00:00";Bronze;NULL;NULL;"2022-04-15 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-04-15 07:00:00";Bronze;NULL;NULL;"2022-04-14 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-04-15 07:00:00";Bronze;NULL;NULL;"2022-04-06 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-04-15 07:00:00";Bronze;NULL;NULL;"2022-04-01 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2022-04-15 07:00:00";NULL;NULL;NULL;"2022-01-15 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-04-15 07:00:00";Bronze;NULL;NULL;"2022-01-15 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-01-15 07:00:00";Bronze;NULL;NULL;"2022-01-12 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-01-15 07:00:00";Bronze;NULL;NULL;"2021-12-23 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2022-01-15 07:00:00";NULL;NULL;NULL;"2021-10-15 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2022-01-15 07:00:00";Bronze;NULL;NULL;"2021-10-15 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-10-15 07:00:00";Bronze;NULL;NULL;"2021-08-01 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2021-10-15 07:00:00";NULL;NULL;NULL;"2021-07-15 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-10-15 07:00:00";Bronze;NULL;NULL;"2021-07-15 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-07-15 07:00:00";Bronze;NULL;NULL;"2021-06-29 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipRenewed;NULL;NULL;499;USD;"2021-07-15 07:00:00";NULL;NULL;NULL;"2021-04-15 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-07-15 07:00:00";Bronze;NULL;NULL;"2021-04-15 00:00:00"
12;Bronze;Quarterly;"2019-08-07 00:00:00";MembershipUpdated;NULL;NULL;499;USD;"2021-04-15 07:00:00";Bronze;NULL;NULL;"2021-02-15 00:00:00"
