"membership_id";"membership_amount";"currency";"renewal_cycle";"membership_plan";"join_date";"charge_amount";"description_event";"discount";"status";"message";"transaction_date";"triggered_by";"payment_method"
5;699;USD;Quarterly;Bronze;"2019-06-06 00:00:00";2,097;membership payment;0;Success;Success;"2019-12-17 00:00:00";system;PaymentCard
5;699;USD;Quarterly;Bronze;"2019-06-06 00:00:00";2,097;membership payment;0;Success;Success;"2019-09-04 00:00:00";system;PaymentCard
5;699;USD;Quarterly;Bronze;"2019-06-06 00:00:00";6,291;membership payment;0;Success;Success;"2019-08-09 00:00:00";system;PaymentCard
6;1,666;USD;"6 Month";Silver;"2019-06-06 00:00:00";12,495;membership payment;0;Success;Success;"2022-11-01 00:00:00";system;PaymentCard
6;1,666;USD;"6 Month";Silver;"2019-06-06 00:00:00";12,495;membership payment;0;Success;Success;"2022-05-01 00:00:00";system;PaymentCard
6;1,666;USD;"6 Month";Silver;"2019-06-06 00:00:00";12,495;membership payment;0;Success;Success;"2021-11-01 00:00:00";system;PaymentCard
6;1,666;USD;"6 Month";Silver;"2019-06-06 00:00:00";12,495;membership payment;0;Success;Success;"2021-05-01 00:00:00";system;PaymentCard
6;1,666;USD;"6 Month";Silver;"2019-06-06 00:00:00";12,495;membership payment;0;Success;Success;"2020-11-01 00:00:00";system;PaymentCard
6;1,666;USD;"6 Month";Silver;"2019-06-06 00:00:00";3,371.25;membership payment;0;Success;Success;"2020-03-11 00:00:00";system;PaymentCard
6;1,666;USD;"6 Month";Silver;"2019-06-06 00:00:00";3,371.25;membership payment;0;Success;Success;"2019-12-03 00:00:00";system;PaymentCard
6;1,666;USD;"6 Month";Silver;"2019-06-06 00:00:00";3,371.25;membership payment;0;Success;Success;"2019-09-04 00:00:00";system;PaymentCard
7;499;USD;Quarterly;Bronze;"2019-07-05 00:00:00";1,497;membership payment;0;Success;Success;"2022-10-15 00:00:00";system;PaymentCard
7;499;USD;Quarterly;Bronze;"2019-07-05 00:00:00";1,497;membership payment;0;Success;Success;"2022-07-15 00:00:00";system;PaymentCard
7;499;USD;Quarterly;Bronze;"2019-07-05 00:00:00";1,497;membership payment;0;Success;Success;"2022-04-15 00:00:00";system;PaymentCard
7;499;USD;Quarterly;Bronze;"2019-07-05 00:00:00";1,497;membership payment;0;Success;Success;"2022-01-15 00:00:00";system;PaymentCard
7;499;USD;Quarterly;Bronze;"2019-07-05 00:00:00";1,497;membership payment;0;Success;Success;"2021-10-15 00:00:00";system;PaymentCard
7;499;USD;Quarterly;Bronze;"2019-07-05 00:00:00";1,497;membership payment;0;Success;Success;"2021-07-15 00:00:00";system;PaymentCard
7;499;USD;Quarterly;Bronze;"2019-07-05 00:00:00";1,497;membership payment;0;Success;Success;"2021-04-15 00:00:00";system;PaymentCard
7;499;USD;Quarterly;Bronze;"2019-07-05 00:00:00";1,497;membership payment;0;Success;Success;"2021-01-15 00:00:00";system;PaymentCard
7;499;USD;Quarterly;Bronze;"2019-07-05 00:00:00";499;membership additional service;0;Success;Success;"2020-12-26 00:00:00";system;PaymentCard
7;499;USD;Quarterly;Bronze;"2019-07-05 00:00:00";1,497;membership payment;0;Success;Success;"2020-02-25 00:00:00";system;PaymentCard
7;499;USD;Quarterly;Bronze;"2019-07-05 00:00:00";499;membership payment;0;Success;Success;"2020-02-04 00:00:00";system;PaymentCard
7;499;USD;Quarterly;Bronze;"2019-07-05 00:00:00";1,497;membership payment;0;Success;Success;"2019-12-10 00:00:00";system;PaymentCard
7;499;USD;Quarterly;Bronze;"2019-07-05 00:00:00";3,209.4299316406;membership payment;0;Success;Success;"2019-07-09 00:00:00";system;PaymentCard
8;499;USD;Quarterly;Bronze;"2019-07-08 00:00:00";1,497;membership payment;0;Success;Success;"2020-12-01 00:00:00";system;PaymentCard
8;499;USD;Quarterly;Bronze;"2019-07-08 00:00:00";1,497;membership payment;0;Success;Success;"2020-05-19 00:00:00";system;PaymentCard
8;499;USD;Quarterly;Bronze;"2019-07-08 00:00:00";1,497;membership payment;0;Success;Success;"2020-01-28 00:00:00";system;PaymentCard
8;499;USD;Quarterly;Bronze;"2019-07-08 00:00:00";1,497;membership payment;0;Success;Success;"2019-09-04 00:00:00";system;PaymentCard
11;499;USD;Monthly;Custom;"2019-08-06 00:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
12;499;USD;Quarterly;Bronze;"2019-08-07 00:00:00";1,497;membership payment;0;Success;Success;"2022-10-15 00:00:00";system;PaymentCard
12;499;USD;Quarterly;Bronze;"2019-08-07 00:00:00";1,497;membership payment;0;Success;Success;"2022-07-15 00:00:00";system;PaymentCard
12;499;USD;Quarterly;Bronze;"2019-08-07 00:00:00";1,497;membership payment;0;Success;Success;"2022-04-15 00:00:00";system;PaymentCard
12;499;USD;Quarterly;Bronze;"2019-08-07 00:00:00";1,497;membership payment;0;Success;Success;"2022-01-15 00:00:00";system;PaymentCard
12;499;USD;Quarterly;Bronze;"2019-08-07 00:00:00";1,497;membership payment;0;Success;Success;"2021-10-15 00:00:00";system;PaymentCard
12;499;USD;Quarterly;Bronze;"2019-08-07 00:00:00";1,497;membership payment;0;Success;Success;"2021-07-15 00:00:00";system;PaymentCard
12;499;USD;Quarterly;Bronze;"2019-08-07 00:00:00";1,497;membership payment;0;Success;Success;"2021-04-15 00:00:00";system;PaymentCard
12;499;USD;Quarterly;Bronze;"2019-08-07 00:00:00";1,497;membership payment;0;Success;Success;"2021-01-15 00:00:00";system;PaymentCard
12;499;USD;Quarterly;Bronze;"2019-08-07 00:00:00";1,497;membership payment;0;Success;Success;"2020-02-18 00:00:00";system;PaymentCard
12;499;USD;Quarterly;Bronze;"2019-08-07 00:00:00";1,497;membership payment;0;Success;Success;"2019-11-22 00:00:00";system;PaymentCard
13;499;USD;Quarterly;Custom;"2019-09-10 00:00:00";1,497;membership payment;0;Success;Success;"2020-02-04 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";2,997;membership payment;0;Success;Success;"2022-12-06 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";2,997;membership payment;0;Success;Success;"2022-09-06 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";2,997;membership payment;0;Success;Success;"2022-06-06 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";2,997;membership payment;0;Success;Success;"2022-03-06 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";2,997;membership payment;0;Success;Success;"2021-12-06 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";2,997;membership payment;0;Success;Success;"2021-09-06 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";2,997;membership payment;0;Success;Success;"2021-06-06 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";2,997;membership payment;0;Success;Success;"2021-03-06 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";2,997;membership payment;0;Success;Success;"2020-12-06 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";999;membership additional service;0;Success;Success;"2020-11-10 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";999;membership payment;0;Success;Success;"2020-06-02 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";2,997;membership payment;0;Success;Success;"2020-05-19 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";999;membership payment;0;Success;Success;"2020-05-19 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";999;membership payment;0;Success;Success;"2020-05-19 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";2,997;membership payment;0;Success;Success;"2020-05-19 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";999;membership payment;0;Success;Success;"2020-03-10 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";2,997;membership payment;0;Success;Success;"2020-02-25 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";999;membership payment;0;Success;Success;"2020-02-25 00:00:00";system;PaymentCard
14;999;USD;Quarterly;Silver;"2019-09-10 00:00:00";999;membership payment;0;Success;Success;"2020-01-22 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";2,997;membership payment;0;Success;Success;"2022-12-25 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";2,997;membership payment;0;Success;Success;"2022-09-25 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";2,997;membership payment;0;Success;Success;"2022-06-25 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";2,997;membership payment;0;Success;Success;"2022-03-25 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";2,002;membership payment;0;Success;Success;"2022-01-27 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2021-12-25 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2021-09-25 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2021-06-25 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2021-06-23 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2021-06-03 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2021-05-25 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2021-03-25 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2021-03-18 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2020-12-25 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2020-12-18 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2020-12-17 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2020-11-24 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2020-11-19 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";499;membership payment;0;Success;Success;"2020-05-19 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2020-05-13 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2020-02-11 00:00:00";system;PaymentCard
15;999;USD;Quarterly;Silver;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2019-11-19 00:00:00";system;PaymentCard
16;100;USD;Quarterly;Custom;"2019-09-25 00:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17;999;USD;Annually;Silver;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2019-10-22 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2022-12-01 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2022-09-01 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2022-06-01 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2022-03-01 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2021-12-01 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2021-11-30 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2021-11-29 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2021-09-01 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2021-08-19 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2021-06-01 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2021-05-19 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2021-05-19 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2021-04-30 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2021-04-27 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2021-03-01 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2021-02-24 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2021-02-05 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";499;membership additional service;0;Success;Success;"2021-01-16 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2020-12-01 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";499;membership payment;0;Success;Success;"2020-06-02 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";499;membership payment;0;Success;Success;"2020-03-24 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2020-01-28 00:00:00";system;PaymentCard
18;499;USD;Quarterly;Bronze;"2019-09-25 00:00:00";1,497;membership payment;0;Success;Success;"2019-12-24 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";1,497;membership payment;0;Success;Success;"2022-11-19 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";1,497;membership payment;0;Success;Success;"2022-08-19 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership additional service;0;Success;Success;"2022-08-02 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";1,497;membership payment;0;Success;Success;"2022-05-19 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";1,497;membership payment;0;Success;Success;"2022-02-19 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";1,497;membership payment;0;Success;Success;"2021-11-19 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership additional service;0;Success;Success;"2021-11-05 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";1,497;membership payment;0;Success;Success;"2021-08-19 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";1,497;membership payment;0;Success;Success;"2021-05-19 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership additional service;0;Success;Success;"2021-05-17 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership additional service;0;Success;Success;"2021-05-06 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership additional service;0;Success;Success;"2021-04-30 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership additional service;0;Success;Success;"2021-04-08 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership additional service;0;Success;Success;"2021-03-19 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership additional service;0;Success;Success;"2021-03-09 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership additional service;0;Success;Success;"2021-03-04 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership additional service;0;Success;Success;"2021-03-04 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership additional service;0;Success;Success;"2021-03-04 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership additional service;0;Success;Success;"2021-02-25 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";1,497;membership payment;0;Success;Success;"2021-02-19 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";1,497;membership payment;0;Success;Success;"2020-11-19 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership additional service;0;Success;Success;"2020-11-11 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership additional service;0;Success;Success;"2020-11-05 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";1,497;membership payment;0;Success;Success;"2020-03-11 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership payment;0;Success;Success;"2020-03-11 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership payment;0;Success;Success;"2020-03-11 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership payment;0;Success;Success;"2020-02-04 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership payment;0;Success;Success;"2020-02-04 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership payment;0;Success;Success;"2020-01-03 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership payment;0;Success;Success;"2020-01-03 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership payment;0;Success;Success;"2019-11-28 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";499;membership payment;0;Success;Success;"2019-11-28 00:00:00";system;PaymentCard
19;499;USD;Quarterly;Bronze;"2019-10-02 00:00:00";1,497;membership payment;0;Success;Success;"2019-11-28 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";2,997;membership payment;0;Success;Success;"2022-12-01 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";2,997;membership payment;0;Success;Success;"2022-09-01 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";999;membership additional service;0;Success;Success;"2022-08-31 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";999;membership additional service;0;Success;Success;"2022-08-26 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";2,997;membership payment;0;Success;Success;"2022-06-01 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";2,997;membership payment;0;Success;Success;"2022-03-01 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";999;membership additional service;0;Success;Success;"2022-01-25 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";999;membership additional service;0;Success;Success;"2022-01-05 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";1,497;membership payment;0;Success;Success;"2021-12-01 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";499;membership additional service;0;Success;Success;"2021-11-20 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";499;membership additional service;0;Success;Success;"2021-11-17 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";499;membership additional service;0;Success;Success;"2021-10-30 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";499;membership additional service;0;Success;Success;"2021-10-16 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";1,497;membership payment;0;Success;Success;"2021-09-01 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";1,497;membership payment;0;Success;Success;"2021-06-01 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";1,497;membership payment;0;Success;Success;"2021-02-01 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";1,497;membership payment;0;Success;Success;"2020-11-01 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";499;membership payment;0;Success;Success;"2020-06-23 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";499;membership payment;0;Success;Success;"2020-06-23 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";1,497;membership payment;0;Success;Success;"2020-03-17 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";499;membership payment;0;Success;Success;"2020-03-17 00:00:00";system;PaymentCard
20;999;USD;Quarterly;Silver;"2019-10-29 00:00:00";1,497;membership payment;0;Success;Success;"2019-11-19 00:00:00";system;PaymentCard
21;499;USD;Quarterly;Bronze;"2019-10-29 00:00:00";1,497;membership payment;0;Success;Success;"2020-02-25 00:00:00";system;PaymentCard
21;499;USD;Quarterly;Bronze;"2019-10-29 00:00:00";499;membership payment;0;Success;Success;"2020-02-25 00:00:00";system;PaymentCard
21;499;USD;Quarterly;Bronze;"2019-10-29 00:00:00";499;membership payment;0;Success;Success;"2020-02-11 00:00:00";system;PaymentCard
21;499;USD;Quarterly;Bronze;"2019-10-29 00:00:00";499;membership payment;0;Success;Success;"2020-02-11 00:00:00";system;PaymentCard
21;499;USD;Quarterly;Bronze;"2019-10-29 00:00:00";499;membership payment;0;Success;Success;"2020-02-11 00:00:00";system;PaymentCard
21;499;USD;Quarterly;Bronze;"2019-10-29 00:00:00";499;membership payment;0;Success;Success;"2020-01-14 00:00:00";system;PaymentCard
21;499;USD;Quarterly;Bronze;"2019-10-29 00:00:00";1,497;membership payment;0;Success;Success;"2019-12-17 00:00:00";system;PaymentCard
22;499;USD;Quarterly;Bronze;"2019-11-11 00:00:00";3,371.25;membership payment;0;Success;Success;"2021-12-30 00:00:00";system;PaymentCard
22;499;USD;Quarterly;Bronze;"2019-11-11 00:00:00";3,371.25;membership payment;0;Success;Success;"2021-09-30 00:00:00";system;PaymentCard
22;499;USD;Quarterly;Bronze;"2019-11-11 00:00:00";3,371.25;membership payment;0;Success;Success;"2021-06-30 00:00:00";system;PaymentCard
22;499;USD;Quarterly;Bronze;"2019-11-11 00:00:00";3,371.25;membership payment;0;Success;Success;"2021-03-30 00:00:00";system;PaymentCard
22;499;USD;Quarterly;Bronze;"2019-11-11 00:00:00";7,125;membership payment;0;Success;Success;"2020-12-30 00:00:00";system;PaymentCard
22;499;USD;Quarterly;Bronze;"2019-11-11 00:00:00";7,125;membership payment;0;Success;Success;"2020-06-09 00:00:00";system;PaymentCard
